nom_ree;ear_data;ear_max_ree;ear_verif_ree_mwmes;ear_verif_ree_percentual
NORTE;2023-03-31;14488.55;14270.579;98.4956
PARANA;2023-03-31;140595.976;118176.445;84.0539
PARANAPANEMA;2023-03-31;11832.754;10902.317;92.1368
SUDESTE;2023-03-31;50972.214;40099.85;78.67
SUL;2023-03-31;10134.571;6938.684;68.4655
TELES PIRES;2023-03-31;900.655;656.819;72.9268
BELO MONTE;2023-04-01;28.109;25.279;89.9321
IGUACU;2023-04-01;10324.672;10032.756;97.1726
MADEIRA;2023-04-01;313.73;301.427;96.0785
MANAUS-AMAPA;2023-04-01;785.737;655.847;83.469
NORDESTE;2023-04-01;51691.226;47146.913;91.2087
NORTE;2023-04-01;14488.55;14278.401;98.5496
PARANA;2023-04-01;140595.976;118559.972;84.3267
PARANAPANEMA;2023-04-01;11832.754;10905.123;92.1605
SUDESTE;2023-04-01;50972.214;40152.367;78.773
SUL;2023-04-01;10134.571;6952.188;68.5987
TELES PIRES;2023-04-01;900.655;651.96;72.3873
BELO MONTE;2023-04-02;28.109;25.61;91.1096
IGUACU;2023-04-02;10324.672;10035.81;97.2022
MADEIRA;2023-04-02;313.73;302.1;96.293
MANAUS-AMAPA;2023-04-02;785.737;654.749;83.3293
NORDESTE;2023-04-02;51691.226;47142.53;91.2003
NORTE;2023-04-02;14488.55;14272.954;98.512
PARANA;2023-04-02;140595.976;118864.716;84.5435
PARANAPANEMA;2023-04-02;11832.754;10923.325;92.3143
SUDESTE;2023-04-02;50972.214;40226.297;78.9181
SUL;2023-04-02;10134.571;6958.051;68.6566
TELES PIRES;2023-04-02;900.655;650.768;72.255
BELO MONTE;2023-04-03;28.109;25.809;91.8176
IGUACU;2023-04-03;10324.672;10020.144;97.0505
MADEIRA;2023-04-03;313.73;302.258;96.3434
MANAUS-AMAPA;2023-04-03;785.737;652.977;83.1038
NORDESTE;2023-04-03;51691.226;47148.444;91.2117
NORTE;2023-04-03;14488.55;14225.101;98.1817
PARANA;2023-04-03;140595.976;118929.401;84.5895
PARANAPANEMA;2023-04-03;11832.754;10907.866;92.1837
SUDESTE;2023-04-03;50972.214;40298.96;79.0606
SUL;2023-04-03;10134.571;6936.836;68.4473
TELES PIRES;2023-04-03;900.655;636.2;70.6375
BELO MONTE;2023-04-04;28.109;25.809;91.8176
IGUACU;2023-04-04;10324.672;10045.864;97.2996
MADEIRA;2023-04-04;313.73;301.233;96.0166
MANAUS-AMAPA;2023-04-04;785.737;649.939;82.7171
NORDESTE;2023-04-04;51691.226;47111.001;91.1393
NORTE;2023-04-04;14488.55;14250.692;98.3583
PARANA;2023-04-04;140595.976;119167.574;84.7589
PARANAPANEMA;2023-04-04;11832.754;10882.331;91.9679
SUDESTE;2023-04-04;50972.214;40366.591;79.1933
SUL;2023-04-04;10134.571;6918.317;68.2645
TELES PIRES;2023-04-04;900.655;621.096;68.9605
BELO MONTE;2023-04-05;28.109;25.877;92.0595
IGUACU;2023-04-05;10324.672;10052.246;97.3614
MADEIRA;2023-04-05;313.73;302.064;96.2815
MANAUS-AMAPA;2023-04-05;785.737;646.061;82.2236
NORDESTE;2023-04-05;51691.226;47069.726;91.0594
NORTE;2023-04-05;14488.55;14290.379;98.6322
PARANA;2023-04-05;140595.976;119463.636;84.9695
PARANAPANEMA;2023-04-05;11832.754;10892.735;92.0558
SUDESTE;2023-04-05;50972.214;40437.196;79.3318
SUL;2023-04-05;10134.571;6885.734;67.943
TELES PIRES;2023-04-05;900.655;613.596;68.1278
BELO MONTE;2023-04-06;28.109;26.077;92.771
IGUACU;2023-04-06;10324.672;10083.274;97.6619
MADEIRA;2023-04-06;313.73;305.644;97.4226
MANAUS-AMAPA;2023-04-06;785.737;643.028;81.8376
NORDESTE;2023-04-06;51691.226;47047.833;91.0171
NORTE;2023-04-06;14488.55;14310.002;98.7677
PARANA;2023-04-06;140595.976;119705.268;85.1413
PARANAPANEMA;2023-04-06;11832.754;10912.094;92.2194
SUDESTE;2023-04-06;50972.214;40494.784;79.4448
SUL;2023-04-06;10134.571;6871.326;67.8009
TELES PIRES;2023-04-06;900.655;609.847;67.7115
BELO MONTE;2023-04-07;28.109;25.877;92.0595
IGUACU;2023-04-07;10324.672;10131.64;98.1304
MADEIRA;2023-04-07;313.73;306.223;97.6072
MANAUS-AMAPA;2023-04-07;785.737;641.512;81.6446
NORDESTE;2023-04-07;51691.226;47079.934;91.0792
NORTE;2023-04-07;14488.55;14380.152;99.2518
PARANA;2023-04-07;140595.976;120255.717;85.5328
PARANAPANEMA;2023-04-07;11832.754;10945.225;92.4994
SUDESTE;2023-04-07;50972.214;40574.36;79.6009
SUL;2023-04-07;10134.571;6913.058;68.2126
TELES PIRES;2023-04-07;900.655;602.352;66.8793
BELO MONTE;2023-04-08;28.109;25.478;90.64
IGUACU;2023-04-08;10324.672;10201.473;98.8068
MADEIRA;2023-04-08;313.73;303.017;96.5853
MANAUS-AMAPA;2023-04-08;785.737;640.334;81.4947
NORDESTE;2023-04-08;51691.226;47068.906;91.0578
NORTE;2023-04-08;14488.55;14380.916;99.2571
PARANA;2023-04-08;140595.976;120627.93;85.7976
PARANAPANEMA;2023-04-08;11832.754;10980.077;92.7939
SUDESTE;2023-04-08;50972.214;40673.478;79.7954
SUL;2023-04-08;10134.571;6958.391;68.6599
TELES PIRES;2023-04-08;900.655;607.013;67.3968
BELO MONTE;2023-04-09;28.109;25.478;90.64
IGUACU;2023-04-09;10324.672;10247.331;99.2509
MADEIRA;2023-04-09;313.73;302.502;96.4211
MANAUS-AMAPA;2023-04-09;785.737;640.334;81.4947
NORDESTE;2023-04-09;51691.226;47075.955;91.0715
NORTE;2023-04-09;14488.55;14399.155;99.383
PARANA;2023-04-09;140595.976;121069.017;86.1113
PARANAPANEMA;2023-04-09;11832.754;11015.738;93.0953
SUDESTE;2023-04-09;50972.214;40819.28;80.0814
SUL;2023-04-09;10134.571;6989.702;68.9689
TELES PIRES;2023-04-09;900.655;616.431;68.4425
BELO MONTE;2023-04-10;28.109;25.677;91.348
IGUACU;2023-04-10;10324.672;10229.155;99.0749
MADEIRA;2023-04-10;313.73;303.017;96.5853
MANAUS-AMAPA;2023-04-10;785.737;639.997;81.4518
NORDESTE;2023-04-10;51691.226;47092.96;91.1044
NORTE;2023-04-10;14488.55;14371.651;99.1932
PARANA;2023-04-10;140595.976;121196.427;86.2019
PARANAPANEMA;2023-04-10;11832.754;11017.16;93.1073
SUDESTE;2023-04-10;50972.214;40950.838;80.3395
SUL;2023-04-10;10134.571;6991.378;68.9854
TELES PIRES;2023-04-10;900.655;615.516;68.3409
BELO MONTE;2023-04-11;28.109;26.212;93.2513
IGUACU;2023-04-11;10324.672;10228.176;99.0654
MADEIRA;2023-04-11;313.73;303.369;96.6975
MANAUS-AMAPA;2023-04-11;785.737;639.576;81.3982
NORDESTE;2023-04-11;51691.226;47103.393;91.1245
NORTE;2023-04-11;14488.55;14338.99;98.9677
PARANA;2023-04-11;140595.976;121449.28;86.3818
PARANAPANEMA;2023-04-11;11832.754;11037.726;93.2811
SUDESTE;2023-04-11;50972.214;41068.506;80.5704
SUL;2023-04-11;10134.571;6993.968;69.011
TELES PIRES;2023-04-11;900.655;611.676;67.9146
BELO MONTE;2023-04-12;28.109;26.412;93.9628
IGUACU;2023-04-12;10324.672;10217.16;98.9587
MADEIRA;2023-04-12;313.73;304.201;96.9627
MANAUS-AMAPA;2023-04-12;785.737;640.754;81.5482
NORDESTE;2023-04-12;51691.226;47098.551;91.1152
NORTE;2023-04-12;14488.55;14310.181;98.7689
PARANA;2023-04-12;140595.976;121574.428;86.4708
PARANAPANEMA;2023-04-12;11832.754;11051.014;93.3934
SUDESTE;2023-04-12;50972.214;41140.03;80.7107
SUL;2023-04-12;10134.571;6992.937;69.0008
TELES PIRES;2023-04-12;900.655;615.516;68.3409
BELO MONTE;2023-04-13;28.109;26.077;92.771
IGUACU;2023-04-13;10324.672;10205.111;98.842
MADEIRA;2023-04-13;313.73;304.201;96.9627
MANAUS-AMAPA;2023-04-13;785.737;641.512;81.6446
NORDESTE;2023-04-13;51691.226;47094.913;91.1081
NORTE;2023-04-13;14488.55;14332.848;98.9253
PARANA;2023-04-13;140595.976;121664.325;86.5347
PARANAPANEMA;2023-04-13;11832.754;11058.589;93.4574
SUDESTE;2023-04-13;50972.214;41217.106;80.8619
SUL;2023-04-13;10134.571;6988.625;68.9583
TELES PIRES;2023-04-13;900.655;622.011;69.0621
BELO MONTE;2023-04-14;28.109;25.877;92.0595
IGUACU;2023-04-14;10324.672;10194.153;98.7359
MADEIRA;2023-04-14;313.73;302.022;96.2681
MANAUS-AMAPA;2023-04-14;785.737;642.27;81.7411
NORDESTE;2023-04-14;51691.226;47051.163;91.0235
NORTE;2023-04-14;14488.55;14337.488;98.9574
PARANA;2023-04-14;140595.976;121692.072;86.5544
PARANAPANEMA;2023-04-14;11832.754;11059.914;93.4686
SUDESTE;2023-04-14;50972.214;41309.423;81.043
SUL;2023-04-14;10134.571;6975.037;68.8242
TELES PIRES;2023-04-14;900.655;627.685;69.6921
BELO MONTE;2023-04-15;28.109;26.817;95.4036
IGUACU;2023-04-15;10324.672;10219.615;98.9825
MADEIRA;2023-04-15;313.73;301.033;95.9529
MANAUS-AMAPA;2023-04-15;785.737;644.207;81.9876
NORDESTE;2023-04-15;51691.226;47068.29;91.0566
NORTE;2023-04-15;14488.55;14356.503;99.0886
PARANA;2023-04-15;140595.976;121886.776;86.6929
PARANAPANEMA;2023-04-15;11832.754;11083.323;93.6665
SUDESTE;2023-04-15;50972.214;41385.475;81.1922
SUL;2023-04-15;10134.571;6978.123;68.8546
TELES PIRES;2023-04-15;900.655;639.955;71.0544
BELO MONTE;2023-04-16;28.109;26.344;93.7209
IGUACU;2023-04-16;10324.672;10270.107;99.4715
MADEIRA;2023-04-16;313.73;300.36;95.7384
MANAUS-AMAPA;2023-04-16;785.737;646.061;82.2236
NORDESTE;2023-04-16;51691.226;47078.726;91.0768
NORTE;2023-04-16;14488.55;14372.704;99.2004
PARANA;2023-04-16;140595.976;122021.257;86.7886
PARANAPANEMA;2023-04-16;11832.754;11110.141;93.8931
SUDESTE;2023-04-16;50972.214;41452.984;81.3247
SUL;2023-04-16;10134.571;6985.347;68.9259
TELES PIRES;2023-04-16;900.655;659.204;73.1916
BELO MONTE;2023-04-17;28.109;26.212;93.2513
IGUACU;2023-04-17;10324.672;10319.374;99.9487
MADEIRA;2023-04-17;313.73;301.548;96.117
MANAUS-AMAPA;2023-04-17;785.737;647.241;82.3737
NORDESTE;2023-04-17;51691.226;47079.183;91.0777
NORTE;2023-04-17;14488.55;14375.817;99.2219
PARANA;2023-04-17;140595.976;122049.017;86.8083
PARANAPANEMA;2023-04-17;11832.754;11121.895;93.9924
SUDESTE;2023-04-17;50972.214;41506.554;81.4298
SUL;2023-04-17;10134.571;7023.823;69.3056
TELES PIRES;2023-04-17;900.655;668.929;74.2714
BELO MONTE;2023-04-18;28.109;26.344;93.7209
IGUACU;2023-04-18;10324.672;10275.236;99.5212
MADEIRA;2023-04-18;313.73;304.243;96.9761
MANAUS-AMAPA;2023-04-18;785.737;648.0;82.4703
NORDESTE;2023-04-18;51691.226;47087.978;91.0947
NORTE;2023-04-18;14488.55;14349.827;99.0425
PARANA;2023-04-18;140595.976;121905.898;86.7065
PARANAPANEMA;2023-04-18;11832.754;11120.203;93.9781
SUDESTE;2023-04-18;50972.214;41595.887;81.605
SUL;2023-04-18;10134.571;7077.575;69.836
TELES PIRES;2023-04-18;900.655;674.895;74.9338
BELO MONTE;2023-04-19;28.109;26.817;95.4036
IGUACU;2023-04-19;10324.672;10290.851;99.6724
MADEIRA;2023-04-19;313.73;305.591;97.4057
MANAUS-AMAPA;2023-04-19;785.737;649.18;82.6205
NORDESTE;2023-04-19;51691.226;47096.554;91.1113
NORTE;2023-04-19;14488.55;14351.301;99.0527
PARANA;2023-04-19;140595.976;121559.614;86.4602
PARANAPANEMA;2023-04-19;11832.754;11091.721;93.7374
SUDESTE;2023-04-19;50972.214;41647.792;81.7069
SUL;2023-04-19;10134.571;7102.404;70.081
TELES PIRES;2023-04-19;900.655;678.568;75.3416
BELO MONTE;2023-04-20;28.109;27.086;96.3606
IGUACU;2023-04-20;10324.672;10264.202;99.4143
MADEIRA;2023-04-20;313.73;306.502;97.6961
MANAUS-AMAPA;2023-04-20;785.737;650.277;82.7601
NORDESTE;2023-04-20;51691.226;47098.826;91.1157
NORTE;2023-04-20;14488.55;14335.143;98.9412
PARANA;2023-04-20;140595.976;121438.476;86.3741
PARANAPANEMA;2023-04-20;11832.754;11043.627;93.331
SUDESTE;2023-04-20;50972.214;41686.074;81.782
SUL;2023-04-20;10134.571;7102.955;70.0864
TELES PIRES;2023-04-20;900.655;680.955;75.6066
BELO MONTE;2023-04-21;28.109;26.749;95.1617
IGUACU;2023-04-21;10324.672;10272.951;99.4991
MADEIRA;2023-04-21;313.73;307.43;97.9919
MANAUS-AMAPA;2023-04-21;785.737;653.567;83.1788
NORDESTE;2023-04-21;51691.226;47100.464;91.1189
NORTE;2023-04-21;14488.55;14345.936;99.0157
PARANA;2023-04-21;140595.976;121773.749;86.6125
PARANAPANEMA;2023-04-21;11832.754;11035.922;93.2659
SUDESTE;2023-04-21;50972.214;41778.078;81.9625
SUL;2023-04-21;10134.571;7105.109;70.1076
TELES PIRES;2023-04-21;900.655;699.15;77.6268
BELO MONTE;2023-04-22;28.109;26.077;92.771
IGUACU;2023-04-22;10324.672;10275.36;99.5224
MADEIRA;2023-04-22;313.73;306.238;97.612
MANAUS-AMAPA;2023-04-22;785.737;657.621;83.6948
NORDESTE;2023-04-22;51691.226;47062.599;91.0456
NORTE;2023-04-22;14488.55;14357.262;99.0938
PARANA;2023-04-22;140595.976;121897.115;86.7003
PARANAPANEMA;2023-04-22;11832.754;11062.926;93.4941
SUDESTE;2023-04-22;50972.214;41836.688;82.0774
SUL;2023-04-22;10134.571;7105.804;70.1145
TELES PIRES;2023-04-22;900.655;726.941;80.7125
BELO MONTE;2023-04-23;28.109;25.279;89.9321
IGUACU;2023-04-23;10324.672;10259.795;99.3716
MADEIRA;2023-04-23;313.73;305.871;97.495
MANAUS-AMAPA;2023-04-23;785.737;663.369;84.4263
NORDESTE;2023-04-23;51691.226;47070.747;91.0614
NORTE;2023-04-23;14488.55;14389.455;99.316
PARANA;2023-04-23;140595.976;122094.813;86.8409
PARANAPANEMA;2023-04-23;11832.754;11052.173;93.4032
SUDESTE;2023-04-23;50972.214;41901.11;82.2038
SUL;2023-04-23;10134.571;7095.277;70.0106
TELES PIRES;2023-04-23;900.655;752.379;83.5369
BELO MONTE;2023-04-24;28.109;24.95;88.7616
IGUACU;2023-04-24;10324.672;10304.061;99.8004
MADEIRA;2023-04-24;313.73;306.861;97.8105
MANAUS-AMAPA;2023-04-24;785.737;666.5;84.8248
NORDESTE;2023-04-24;51691.226;47078.063;91.0755
NORTE;2023-04-24;14488.55;14358.026;99.0991
PARANA;2023-04-24;140595.976;122102.961;86.8467
PARANAPANEMA;2023-04-24;11832.754;11030.197;93.2175
SUDESTE;2023-04-24;50972.214;41921.651;82.2441
SUL;2023-04-24;10134.571;7080.576;69.8656
TELES PIRES;2023-04-24;900.655;779.055;86.4987
BELO MONTE;2023-04-25;28.109;25.809;91.8176
IGUACU;2023-04-25;10324.672;10276.133;99.5299
MADEIRA;2023-04-25;313.73;306.861;97.8105
MANAUS-AMAPA;2023-04-25;785.737;669.209;85.1696
NORDESTE;2023-04-25;51691.226;47087.703;91.0942
NORTE;2023-04-25;14488.55;14317.665;98.8206
PARANA;2023-04-25;140595.976;122375.723;87.0407
PARANAPANEMA;2023-04-25;11832.754;11001.779;92.9773
SUDESTE;2023-04-25;50972.214;41941.344;82.2828
SUL;2023-04-25;10134.571;7057.605;69.6389
TELES PIRES;2023-04-25;900.655;779.055;86.4987
BELO MONTE;2023-04-26;28.109;26.412;93.9628
IGUACU;2023-04-26;10324.672;10253.02;99.306
MADEIRA;2023-04-26;313.73;306.956;97.8408
MANAUS-AMAPA;2023-04-26;785.737;671.157;85.4175
NORDESTE;2023-04-26;51691.226;47097.338;91.1128
NORTE;2023-04-26;14488.55;14285.797;98.6006
PARANA;2023-04-26;140595.976;122525.52;87.1472
PARANAPANEMA;2023-04-26;11832.754;10985.944;92.8435
SUDESTE;2023-04-26;50972.214;41980.91;82.3604
SUL;2023-04-26;10134.571;7040.419;69.4693
TELES PIRES;2023-04-26;900.655;779.055;86.4987
BELO MONTE;2023-04-27;28.109;26.012;92.5398
IGUACU;2023-04-27;10324.672;10233.302;99.115
MADEIRA;2023-04-27;313.73;306.065;97.5568
MANAUS-AMAPA;2023-04-27;785.737;671.157;85.4175
NORDESTE;2023-04-27;51691.226;47105.319;91.1283
NORTE;2023-04-27;14488.55;14270.442;98.4946
PARANA;2023-04-27;140595.976;122580.939;87.1867
PARANAPANEMA;2023-04-27;11832.754;10952.347;92.5596
SUDESTE;2023-04-27;50972.214;42026.02;82.4489
SUL;2023-04-27;10134.571;7006.089;69.1306
TELES PIRES;2023-04-27;900.655;779.055;86.4987
BELO MONTE;2023-04-28;28.109;25.478;90.64
IGUACU;2023-04-28;10324.672;10207.44;98.8645
MADEIRA;2023-04-28;313.73;304.085;96.9257
MANAUS-AMAPA;2023-04-28;785.737;671.157;85.4175
NORDESTE;2023-04-28;51691.226;47111.324;91.1399
NORTE;2023-04-28;14488.55;14266.937;98.4704
PARANA;2023-04-28;140595.976;122391.178;87.0517
PARANAPANEMA;2023-04-28;11832.754;10909.21;92.195
SUDESTE;2023-04-28;50972.214;42031.344;82.4593
SUL;2023-04-28;10134.571;6977.186;68.8454
TELES PIRES;2023-04-28;900.655;787.371;87.422
BELO MONTE;2023-04-29;28.109;25.478;90.64
IGUACU;2023-04-29;10324.672;10202.699;98.8186
MADEIRA;2023-04-29;313.73;304.444;97.0401
MANAUS-AMAPA;2023-04-29;785.737;673.106;85.6656
NORDESTE;2023-04-29;51691.226;47078.126;91.0757
NORTE;2023-04-29;14488.55;14294.296;98.6593
PARANA;2023-04-29;140595.976;122306.292;86.9913
PARANAPANEMA;2023-04-29;11832.754;10876.511;91.9187
SUDESTE;2023-04-29;50972.214;42052.616;82.5011
SUL;2023-04-29;10134.571;6982.503;68.8979
TELES PIRES;2023-04-29;900.655;787.371;87.422
BELO MONTE;2023-04-30;28.109;25.877;92.0595
IGUACU;2023-04-30;10324.672;10211.831;98.9071
MADEIRA;2023-04-30;313.73;306.439;97.676
MANAUS-AMAPA;2023-04-30;785.737;675.056;85.9137
NORDESTE;2023-04-30;51691.226;47047.787;91.017
NORTE;2023-04-30;14488.55;14360.358;99.1152
PARANA;2023-04-30;140595.976;122344.701;87.0186
PARANAPANEMA;2023-04-30;11832.754;10847.759;91.6757
SUDESTE;2023-04-30;50972.214;42103.331;82.6006
SUL;2023-04-30;10134.571;6975.25;68.8263
TELES PIRES;2023-04-30;900.655;791.53;87.8838
BELO MONTE;2023-05-01;28.109;26.077;92.771
IGUACU;2023-05-01;10324.672;10204.418;98.8353
MADEIRA;2023-05-01;313.73;308.623;98.3722
MANAUS-AMAPA;2023-05-01;785.737;677.006;86.1619
NORDESTE;2023-05-01;51691.226;47018.351;90.96
NORTE;2023-05-01;14488.55;14398.394;99.3777
PARANA;2023-05-01;140595.976;122361.983;87.0309
PARANAPANEMA;2023-05-01;11832.754;10812.2;91.3752
SUDESTE;2023-05-01;50972.214;42146.014;82.6843
SUL;2023-05-01;10134.571;6967.089;68.7458
TELES PIRES;2023-05-01;900.655;794.396;88.202
BELO MONTE;2023-05-02;28.109;26.012;92.5398
IGUACU;2023-05-02;10324.672;10164.412;98.4478
MADEIRA;2023-05-02;313.73;309.14;98.537
MANAUS-AMAPA;2023-05-02;785.737;682.013;86.7991
NORDESTE;2023-05-02;51691.226;46963.755;90.8544
NORTE;2023-05-02;14488.55;14345.832;99.015
PARANA;2023-05-02;140595.976;122236.65;86.9418
PARANAPANEMA;2023-05-02;11832.754;10760.494;90.9382
SUDESTE;2023-05-02;50972.214;42174.778;82.7407
SUL;2023-05-02;10134.571;6945.574;68.5335
TELES PIRES;2023-05-02;900.655;791.53;87.8838
BELO MONTE;2023-05-03;28.109;26.012;92.5398
IGUACU;2023-05-03;10324.672;10137.411;98.1863
MADEIRA;2023-05-03;313.73;310.329;98.9159
MANAUS-AMAPA;2023-05-03;785.737;686.771;87.4047
NORDESTE;2023-05-03;51691.226;46908.012;90.7466
NORTE;2023-05-03;14488.55;14342.212;98.99
PARANA;2023-05-03;140595.976;122219.602;86.9297
PARANAPANEMA;2023-05-03;11832.754;10720.492;90.6001
SUDESTE;2023-05-03;50972.214;42192.872;82.7762
SUL;2023-05-03;10134.571;6963.414;68.7095
TELES PIRES;2023-05-03;900.655;791.53;87.8838
BELO MONTE;2023-05-04;28.109;26.012;92.5398
IGUACU;2023-05-04;10324.672;10121.868;98.0357
MADEIRA;2023-05-04;313.73;310.492;98.9679
MANAUS-AMAPA;2023-05-04;785.737;690.682;87.9024
NORDESTE;2023-05-04;51691.226;46888.701;90.7092
NORTE;2023-05-04;14488.55;14386.698;99.297
PARANA;2023-05-04;140595.976;122309.364;86.9935
PARANAPANEMA;2023-05-04;11832.754;10672.732;90.1965
SUDESTE;2023-05-04;50972.214;42202.728;82.7956
SUL;2023-05-04;10134.571;7056.995;69.6329
TELES PIRES;2023-05-04;900.655;787.371;87.422
BELO MONTE;2023-05-05;28.109;25.877;92.0595
IGUACU;2023-05-05;10324.672;10121.864;98.0357
MADEIRA;2023-05-05;313.73;307.272;97.9415
MANAUS-AMAPA;2023-05-05;785.737;694.596;88.4006
NORDESTE;2023-05-05;51691.226;46870.999;90.675
NORTE;2023-05-05;14488.55;14378.614;99.2412
PARANA;2023-05-05;140595.976;122423.979;87.075
PARANAPANEMA;2023-05-05;11832.754;10643.437;89.9489
SUDESTE;2023-05-05;50972.214;42211.889;82.8135
SUL;2023-05-05;10134.571;7169.085;70.7389
TELES PIRES;2023-05-05;900.655;785.985;87.2682
BELO MONTE;2023-05-06;28.109;26.077;92.771
IGUACU;2023-05-06;10324.672;10103.967;97.8624
MADEIRA;2023-05-06;313.73;310.132;98.8532
MANAUS-AMAPA;2023-05-06;785.737;698.599;88.91
NORDESTE;2023-05-06;51691.226;46863.643;90.6607
NORTE;2023-05-06;14488.55;14393.994;99.3474
PARANA;2023-05-06;140595.976;122615.237;87.2111
PARANAPANEMA;2023-05-06;11832.754;10613.048;89.6921
SUDESTE;2023-05-06;50972.214;42229.332;82.8477
SUL;2023-05-06;10134.571;7303.903;72.0692
TELES PIRES;2023-05-06;900.655;787.371;87.422
BELO MONTE;2023-05-07;28.109;26.212;93.2513
IGUACU;2023-05-07;10324.672;10051.953;97.3586
MADEIRA;2023-05-07;313.73;312.922;99.7425
MANAUS-AMAPA;2023-05-07;785.737;702.946;89.4633
NORDESTE;2023-05-07;51691.226;46846.814;90.6282
NORTE;2023-05-07;14488.55;14397.655;99.3726
PARANA;2023-05-07;140595.976;122746.35;87.3043
PARANAPANEMA;2023-05-07;11832.754;10599.522;89.5778
SUDESTE;2023-05-07;50972.214;42259.226;82.9064
SUL;2023-05-07;10134.571;7416.645;73.1816
TELES PIRES;2023-05-07;900.655;802.719;89.1261
BELO MONTE;2023-05-08;28.109;26.012;92.5398
IGUACU;2023-05-08;10324.672;10015.434;97.0049
MADEIRA;2023-05-08;313.73;315.274;100.4921
MANAUS-AMAPA;2023-05-08;785.737;705.334;89.7672
NORDESTE;2023-05-08;51691.226;46846.924;90.6284
NORTE;2023-05-08;14488.55;14360.02;99.1129
PARANA;2023-05-08;140595.976;122740.699;87.3003
PARANAPANEMA;2023-05-08;11832.754;10564.892;89.2851
SUDESTE;2023-05-08;50972.214;42247.818;82.884
SUL;2023-05-08;10134.571;7512.594;74.1284
TELES PIRES;2023-05-08;900.655;804.107;89.2802
BELO MONTE;2023-05-09;28.109;25.877;92.0595
IGUACU;2023-05-09;10324.672;9992.569;96.7834
MADEIRA;2023-05-09;313.73;311.085;99.1569
MANAUS-AMAPA;2023-05-09;785.737;706.102;89.8649
NORDESTE;2023-05-09;51691.226;46826.73;90.5893
NORTE;2023-05-09;14488.55;14302.212;98.7139
PARANA;2023-05-09;140595.976;122761.724;87.3152
PARANAPANEMA;2023-05-09;11832.754;10524.281;88.9419
SUDESTE;2023-05-09;50972.214;42241.153;82.8709
SUL;2023-05-09;10134.571;7579.756;74.7911
TELES PIRES;2023-05-09;900.655;799.944;88.818
BELO MONTE;2023-05-10;28.109;25.677;91.348
IGUACU;2023-05-10;10324.672;9969.858;96.5634
MADEIRA;2023-05-10;313.73;308.895;98.4589
MANAUS-AMAPA;2023-05-10;785.737;708.833;90.2125
NORDESTE;2023-05-10;51691.226;46821.952;90.5801
NORTE;2023-05-10;14488.55;14300.082;98.6992
PARANA;2023-05-10;140595.976;122766.968;87.319
PARANAPANEMA;2023-05-10;11832.754;10494.194;88.6877
SUDESTE;2023-05-10;50972.214;42261.147;82.9102
SUL;2023-05-10;10134.571;7617.367;75.1622
TELES PIRES;2023-05-10;900.655;788.757;87.5759
BELO MONTE;2023-05-11;28.109;25.677;91.348
IGUACU;2023-05-11;10324.672;9914.068;96.0231
MADEIRA;2023-05-11;313.73;306.712;97.763
MANAUS-AMAPA;2023-05-11;785.737;711.651;90.5711
NORDESTE;2023-05-11;51691.226;46795.714;90.5293
NORTE;2023-05-11;14488.55;14317.218;98.8175
PARANA;2023-05-11;140595.976;122646.527;87.2333
PARANAPANEMA;2023-05-11;11832.754;10476.397;88.5373
SUDESTE;2023-05-11;50972.214;42280.272;82.9477
SUL;2023-05-11;10134.571;7629.415;75.2811
TELES PIRES;2023-05-11;900.655;780.441;86.6526
BELO MONTE;2023-05-12;28.109;25.677;91.348
IGUACU;2023-05-12;10324.672;9831.36;95.222
MADEIRA;2023-05-12;313.73;305.907;97.5065
MANAUS-AMAPA;2023-05-12;785.737;714.471;90.93
NORDESTE;2023-05-12;51691.226;46765.793;90.4714
NORTE;2023-05-12;14488.55;14308.379;98.7565
PARANA;2023-05-12;140595.976;122566.111;87.1761
PARANAPANEMA;2023-05-12;11832.754;10467.151;88.4591
SUDESTE;2023-05-12;50972.214;42298.256;82.983
SUL;2023-05-12;10134.571;7631.906;75.3057
TELES PIRES;2023-05-12;900.655;766.496;85.1043
BELO MONTE;2023-05-13;28.109;25.478;90.64
IGUACU;2023-05-13;10324.672;9809.011;95.0055
MADEIRA;2023-05-13;313.73;305.591;97.4057
MANAUS-AMAPA;2023-05-13;785.737;718.831;91.4849
NORDESTE;2023-05-13;51691.226;46772.957;90.4853
NORTE;2023-05-13;14488.55;14274.4;98.5219
PARANA;2023-05-13;140595.976;122551.477;87.1657
PARANAPANEMA;2023-05-13;11832.754;10476.568;88.5387
SUDESTE;2023-05-13;50972.214;42306.594;82.9993
SUL;2023-05-13;10134.571;7627.265;75.2599
TELES PIRES;2023-05-13;900.655;756.068;83.9465
BELO MONTE;2023-05-14;28.109;26.012;92.5398
IGUACU;2023-05-14;10324.672;9795.561;94.8753
MADEIRA;2023-05-14;313.73;306.238;97.612
MANAUS-AMAPA;2023-05-14;785.737;723.624;92.0949
NORDESTE;2023-05-14;51691.226;46769.214;90.4781
NORTE;2023-05-14;14488.55;14318.568;98.8268
PARANA;2023-05-14;140595.976;122626.113;87.2188
PARANAPANEMA;2023-05-14;11832.754;10485.92;88.6177
SUDESTE;2023-05-14;50972.214;42328.457;83.0422
SUL;2023-05-14;10134.571;7638.604;75.3718
TELES PIRES;2023-05-14;900.655;754.869;83.8133
BELO MONTE;2023-05-15;28.109;26.077;92.771
IGUACU;2023-05-15;10324.672;9765.431;94.5835
